style;category_1;parent_type_1;subtype_1;subtype_2;subtype_3;subtype_4;subtype_5;subtype_6;division_1;gender_1;age_1;fabric_main_1;fabric_subtype_1;season_use_1;activity_use_1;sustainability_1;sustainability_2;sustainability_3;sustainability_certification_1;sustainability_certification_2;technology_1;technology_2;technology_3;technology_4;prod_collection_1;mrkt_collection_1;accessories_straps_1;adjustable_1;attachment_system_1;backpack_size_1;buckle_1;closure_1;closure_2;compartments_1;compartments_2;construction_1;construction_2;construction_3;cuff_1;dimension_length_1;dimension_width_1;dimension_height_1;fabric_outer_1;fabric_palm_1;fit_1;fit_2;fit_3;frame_material_1;lens_size_1;gaiter_1;handles_1;handles_2;hood_1;insulation_1;insulation_2;insulation_level_1;insulation_technology_1;jacket_length_1;leg_length_1;lining_1;lining_2;lining_3;locks_1;made_in_1;neck_1;pocket_1;pocket_2;pocket_3;pocket_4;reversible_1;sandal_strap_1;seams_1;size_1;size_2;sleeve_length_1;sole_1;straps_1;straps_2;straps_3;thickness_1;uv_protection_1;vents_1;visor_1;volume_1;waist_1;warranty_1;waterproofing_level_1;waterproofing_technology_1;water-temp_1;weight_1;wetsuit_lining_1;wetsuit_lining_2;wetsuit_lining_3;wetsuit_neoprene_1;wetsuit_neoprene_2;wetsuit_neoprene_3;wetsuit_seam_1;wetsuit-entry_1;wheels_1;window_1;dress_length_1;coverage_1;coverage_2;padding_1;support_1;frame_size_1;shell_1;footwear_top_1;upper_material_1;insole_1;concave_1;case_shape_1;case_size_1;watch_strap_1;rocker_1;footwear_height_1;flex_rating_1;outsole_1;liner_1
ERGFT03957;clothing;dress;dress;long_sleeve;mini;;;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;a_sunset_away;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGFT03969;clothing;dress;dress;short_sleeve;mini;flare;smocked;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;a_sunset_away;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGFT03970;clothing;dress;dress;long_sleeve;mini;smocked;;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;a_sunset_away;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;sweetheart;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGFT03975;clothing;dress;dress;long_sleeve;maxi;cover-up;kimono;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;open_front;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGFT03977;clothing;dress;dress;sleeveless;midi;bodycon;;;billabong;women;adult;stretch_polyester_blend;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;bodycon;;;;;;;;;;;;;;;;;;;;crew;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGFT03981;clothing;dress;dress;sleeveless;mini;;;;billabong;girls;6-12_years;cotton;double_gauze;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;crew;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGGL03003;clothing;dress;dress;sleeveless;mini;bodycon;;;billabong;women;adult;cotton_blend;terry;;;not_found;;;not_found;;not_found;;;;since_73;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGHA03331;clothing;dress;dress;sleeveless;maxi;;;;billabong;women;adult;cotton;dobby;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGHA03333;clothing;dress;dress;sleeveless;mini;flare;;;billabong;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;sun_love_'n_surf;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGHA03335;clothing;dress;dress;sleeveless;mini;flare;;;billabong;women;adult;viscose_blend;plain_weave;;;not_found;;;not_found;;not_found;;;;sol_del_sur;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGHA03336;clothing;dress;dress;short_sleeve;mini;;;;billabong;women;adult;cotton;weave;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;sweetheart;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGKD03265;clothing;dress;dress;short_sleeve;mini;flare;;;billabong;women;adult;cotton;slub;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;plunge;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGKT03255;clothing;dress;dress;sleeveless;mini;;;;billabong;women;adult;viscose;poplin;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGKT03256;clothing;dress;dress;sleeveless;midi;;;;billabong;women;adult;cotton_blend;crinkle;;;not_found;;;not_found;;not_found;;;;sun_love_'n_surf;;;;;;;;;;;;;;;;;;;;tiered;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGNS03174;clothing;dress;dress;sleeveless;maxi;cutout;flare;halter;billabong;women;adult;stretch_cotton;crinkle;;;not_found;;;not_found;;not_found;;;;sun_love_'n_surf;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;halter;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGNS03175;clothing;dress;dress;short_sleeve;mini;flare;wrap;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;sun_love_'n_surf;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGNS03176;clothing;dress;dress;short_sleeve;mini;flare;;;billabong;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;sol_del_sur;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGNS03177;clothing;dress;dress;short_sleeve;mini;;;;billabong;women;adult;cotton_blend;plain_weave;;;not_found;;;not_found;;not_found;;;;sol_del_sur;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;boat;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGTP03054;clothing;dress;dress;sleeveless;maxi;halter;smocked;;billabong;women;adult;cotton;crinkle;;;not_found;;;not_found;;not_found;;;;crystal_tides;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;halter;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGW403029;clothing;dress;dress;short_sleeve;mini;;;;billabong;women;adult;viscose_blend;plain_weave;;;not_found;;;not_found;;not_found;;;;crystal_tides;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGW503021;clothing;dress;dress;short_sleeve;maxi;smocked;cutout;;billabong;women;adult;cotton;double_gauze;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGWD03245;clothing;dress;dress;short_sleeve;mini;;;;billabong;women;adult;cotton_blend;crepe;;;not_found;;;not_found;;not_found;;;;sun_love_'n_surf;;;;;;;;;;;;;;;;;;;;tiered;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWD03246;clothing;dress;dress;short_sleeve;midi;flare;wrap;;billabong;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;sol_del_sur;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGWD03247;clothing;dress;dress;short_sleeve;maxi;;;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGWD03249;clothing;dress;dress;long_sleeve;mini;;;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;tiered;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03409;clothing;dress;dress;long_sleeve;mini;;;;billabong;women;adult;cotton_blend;plain_weave;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03410;clothing;dress;dress;sleeveless;mini;smocked;beach_coverup;;billabong;women;adult;cotton;gauze;;;recycled;;;not_found;;not_found;;;;summerside;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03412;clothing;dress;dress;sleeveless;mini;;;;billabong;girls;0-5_years;cotton;gauze;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;tiered;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03413;clothing;dress;dress;short_sleeve;mini;flare;smocked;;roxy;women;adult;cotton;not_found;;;not_found;;;not_found;;not_found;;;;chloe_kim_signature_collection;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03415;clothing;dress;dress;long_sleeve;maxi;smocked;;;roxy;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGWR03416;clothing;dress;dress;long_sleeve;mini;;;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03417;clothing;dress;dress;long_sleeve;mini;;;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03418;clothing;dress;dress;short_sleeve;mini;flare;smocked;;roxy;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;sweetheart;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03419;clothing;dress;dress;short_sleeve;mini;;;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03420;clothing;dress;dress;short_sleeve;mini;;;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;cap_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03421;clothing;dress;dress;short_sleeve;mini;;;;roxy;girls;2-16_years;cotton;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWR03422;clothing;dress;dress;sleeveless;mini;tank;;;roxy;girls;2-16_years;stretch_cotton;rib;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;slim;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWT03133;clothing;dress;dress;sleeveless;mini;;;;roxy;girls;2-16_years;cotton_blend;twill;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;easy;;;;;;;;;;;;;;;;;;;;square;front_pocket;side_pocket;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGWT03134;clothing;dress;dress;short_sleeve;mini;;;;roxy;girls;2-16_years;viscose;plain_weave;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;skate;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX103192;clothing;dress;dress;short_sleeve;mini;;;;roxy;women;adult;viscose;crepe;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX103193;clothing;dress;dress;sleeveless;maxi;;;;roxy;women;adult;cotton;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;not_found;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGX103194;clothing;dress;dress;sleeveless;midi;;;;roxy;women;adult;viscose;plain_weave;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;not_found;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGX103195;clothing;dress;dress;sleeveless;mini;beach_coverup;;;roxy;women;adult;cotton;lace;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX103196;clothing;dress;dress;sleeveless;mini;beach_coverup;;;roxy;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX103197;clothing;dress;dress;long_sleeve;mini;shirt;beach_coverup;;roxy;women;adult;cotton;double_cloth;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;collar;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX103198;clothing;dress;dress;long_sleeve;mini;poncho;beach_coverup;;roxy;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;loose;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203594;clothing;dress;dress;long_sleeve;mini;kimono;beach_coverup;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;open_front;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203595;clothing;dress;dress;long_sleeve;mini;shirt;beach_coverup;;roxy;women;adult;cotton;yarn_dye;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;collar;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203596;clothing;dress;dress;short_sleeve;mini;beach_coverup;;;roxy;women;adult;cotton;double_cloth;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203598;clothing;dress;dress;sleeveless;midi;beach_coverup;;;roxy;girls;2-7_years;cotton;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGX203601;clothing;dress;dress;sleeveless;midi;tank;;;roxy;women;adult;cotton;yarn_dye;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGX203603;clothing;dress;dress;sleeveless;mini;smocked;;;roxy;women;adult;cotton_blend;plain_weave;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203604;clothing;dress;dress;short_sleeve;mini;;;;roxy;women;adult;cotton;double_cloth;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;scoop;side_pocket;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGX203617;clothing;dress;dress;sleeveless;mini;;;;roxy;women;adult;cotton;double_cloth;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;not_found;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERGZT04061;clothing;dress;dress;sleeveless;maxi;smocked;;;roxy;women;adult;viscose;crepe;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;maxi;;;;;;;;;;;;;;;;;;
ERGZT04064;clothing;dress;dress;short_sleeve;midi;;;;roxy;women;adult;cotton;slub;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERGZT04101;clothing;dress;dress;short_sleeve;midi;smocked;;;roxy;women;adult;cotton_blend;slub;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;not_found;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERJAA04303;clothing;dress;dress;short_sleeve;mini;;;;roxy;women;adult;viscose;crinkle;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;not_found;;;;;;;;;;;;;;;;;;;;v-neck;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04305;clothing;dress;dress;midi;sleeveless;;;;roxy;women;adult;cotton;double_cloth;;;organic;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERJAA04307;clothing;dress;dress;mini;sleeveless;;;;element;women;adult;cotton_blend;plain_weave;;;recycled;;;not_found;;not_found;;;;mainline;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04308;clothing;dress;dress;midi;sleeveless;pinafore;;;element;women;adult;hemp_blend;plain_weave;;;hemp;;;not_found;;not_found;;;;mainline;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;square;chest_pocket;front_pocket;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERJAA04309;clothing;dress;dress;mini;sleeveless;tank;;;billabong;girls;4-12_years;cotton_blend;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;a-line;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;sleeveless;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04310;clothing;dress;dress;mini;short_sleeve;;;;billabong;girls;4-12_years;stretch_polyester_blend;pointelle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04311;clothing;dress;dress;mini;long_sleeve;flare;;;billabong;girls;4-12_years;cotton_blend;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04312;clothing;dress;dress;mini;sleeveless;flare;;;billabong;girls;4-12_years;stretch_polyester_blend;pointelle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJAA04370;clothing;dress;dress;mini;short_sleeve;smocked;;;billabong;girls;4-12_years;cotton_blend;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;a-line;;;;;;;;;;;;;;;;;;;;boat;not_found;;;;;;;;;cap_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJBL03299;clothing;dress;dress;midi;long_sleeve;;;;billabong;girls;4-12_years;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;three_quarter;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERJBL03300;clothing;dress;dress;midi;sleeveless;;;;billabong;women;adult;stretch_viscose;rib;;;not_found;;;not_found;;not_found;;;;essentials;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;straps;;;;;;;;;;;;;;;;;;;;;;;;;;midi;;;;;;;;;;;;;;;;;;
ERJBP04779;clothing;dress;dress;mini;short_sleeve;;;;billabong;women;adult;stretch_cotton;crinkle;;;not_found;;;not_found;;not_found;;;;return_to_paradise;;;;;;;;;;;;;;;;;;;;a-line;;;;;;;;;;;;;;;;;;;;scoop;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
ERJBP04789;clothing;dress;dress;mini;short_sleeve;smocked;;;billabong;women;adult;viscose;crinkle;;;not_found;;;not_found;;not_found;;;;return_to_paradise;;;;;;;;;;;;;;;;;;;;fitted;;;;;;;;;;;;;;;;;;;;square;not_found;;;;;;;;;short_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;mini;;;;;;;;;;;;;;;;;;
