style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
adytj03096;basis jacket;nls0;253;;dcshoes;men;adult;snow;snowboard_jacket;;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 80g Body and 40g Sleeves PROFILL Insulation^60% Recycled Taffeta Lining^Mesh Lined Armpit Venting^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Zippered Chest Pocket^Helmet Compatible
adytj03097;basis print jacket;kta4;253;;dcshoes;men;adult;snow;snowboard_jacket;;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 80g Body and 40g Sleeves PROFILL Insulation^60% Recycled Taffeta Lining^Mesh Lined Armpit Venting^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Zippered Chest Pocket^Helmet Compatible
adytj03097;basis print jacket;kzl4;253;;dcshoes;men;adult;snow;snowboard_jacket;;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 80g Body and 40g Sleeves PROFILL Insulation^60% Recycled Taffeta Lining^Mesh Lined Armpit Venting^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Zippered Chest Pocket^Helmet Compatible
adytj03097;basis print jacket;ten4;253;;dcshoes;men;adult;snow;snowboard_jacket;;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 80g Body and 40g Sleeves PROFILL Insulation^60% Recycled Taffeta Lining^Mesh Lined Armpit Venting^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Zippered Chest Pocket^Helmet Compatible
adytj03097;basis print jacket;tzd4;253;;dcshoes;men;adult;snow;snowboard_jacket;;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 80g Body and 40g Sleeves PROFILL Insulation^60% Recycled Taffeta Lining^Mesh Lined Armpit Venting^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Zippered Chest Pocket^Helmet Compatible
adytp03042;banshee pant;bsw0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03042;banshee pant;ghz0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03042;banshee pant;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03042;banshee pant;kzl0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03042;banshee pant;nls0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03042;banshee pant;ylm0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Snap Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pocket^Hem Lift-Up System
adytp03049;code pant;gsm4;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 15 (15.000mm, 10.000g)^Black: 47% Recycled Polyester Oxford^Fractal: 46% Recycled Polyester Ripstop^WARMTH & LINING: Shell^60% Recycled Taffeta Lining with Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Zipper Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pockets^Hem Lift-Up Cinch System
adytp03049;code pant;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 15 (15.000mm, 10.000g)^Black: 47% Recycled Polyester Oxford^Fractal: 46% Recycled Polyester Ripstop^WARMTH & LINING: Shell^60% Recycled Taffeta Lining with Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter^Boot Gusset with Zipper Closure^Zippered Hand Warmer Pockets^Storm Flap Velcro Cargo Pockets^Velcro Back Pockets^Hem Lift-Up Cinch System
adytp03051;primo pant;cqf0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Black: 100% Recycled Polyester Dobby^Dark Forest/Blanc de Blanc: 100% Nylon Cire^WARMTH & LINING: Shell^60% Recycled Taffeta Lining on Seat, Mesh Lining in Legs, Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^DWR Coated Boot Gaiter^Elastic Waistband and Cuffs^Zippered Hand Warmer Pockets^Velcro Back Pocket^Baggy Fit
adytp03051;primo pant;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Black: 100% Recycled Polyester Dobby^Dark Forest/Blanc de Blanc: 100% Nylon Cire^WARMTH & LINING: Shell^60% Recycled Taffeta Lining on Seat, Mesh Lining in Legs, Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Mesh Lined Leg Venting^DWR Coated Boot Gaiter^Elastic Waistband and Cuffs^Zippered Hand Warmer Pockets^Velcro Back Pocket^Baggy Fit
adytp03052;docile bib;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100 % Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^^PRODUCT FEATURES:^C0 DWR^Critically taped seams^Elastic Suspenders with Adjustable Buckles^Velcro Back Pockets^DWR Coated Boot Gaiter^Boot Gusset with Snap^Zippered Hand Warmer Pockets
adytp03052;docile bib;kzl0;253;;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100 % Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Lining^^PRODUCT FEATURES:^C0 DWR^Critically taped seams^Elastic Suspenders with Adjustable Buckles^Velcro Back Pockets^DWR Coated Boot Gaiter^Boot Gusset with Snap^Zippered Hand Warmer Pockets
adytp03054;dc snow chino pant;btg0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Taffeta^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Velcro Back Pockets^DWR Coated Boot Gaiter^Boot Gusset with Snap^Zippered Hand Warmer Pockets
adytp03054;dc snow chino pant;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Taffeta^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Velcro Back Pockets^DWR Coated Boot Gaiter^Boot Gusset with Snap^Zippered Hand Warmer Pockets
adytp03054;dc snow chino pant;tfl0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 10 (10.000mm, 5.000g)^Body: 100% Recycled Polyester Dobby^WARMTH & LINING: 40g PROFILL Insulation^60% Recycled Taffeta Taffeta^PRODUCT FEATURES:^C0 DWR^Critically Taped Seams^Velcro Back Pockets^DWR Coated Boot Gaiter^Boot Gusset with Snap^Zippered Hand Warmer Pockets
adytp03055;brigade 30k bib;btg0;253;;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Polyester 230T Taffeta Lining in the Bib and Seat^Open Hole Mesh Lining in the Legs with Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^Mesh Lined Leg Venting^Adjustable Elastic Suspenders with Buckles^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Stretch Side Body Panel^YKK[R] AquaGuard[R] Zippered Bib Pocket^Zippered Hand Warmer Pockets^Zippered Back Pocket^Hem Lift-Up Cinch System
adytp03055;brigade 30k bib;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Polyester 230T Taffeta Lining in the Bib and Seat^Open Hole Mesh Lining in the Legs with Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^Mesh Lined Leg Venting^Adjustable Elastic Suspenders with Buckles^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Stretch Side Body Panel^YKK[R] AquaGuard[R] Zippered Bib Pocket^Zippered Hand Warmer Pockets^Zippered Back Pocket^Hem Lift-Up Cinch System
adytp03055;brigade 30k bib;wbb0;253;;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Polyester 230T Taffeta Lining in the Bib and Seat^Open Hole Mesh Lining in the Legs with Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^Mesh Lined Leg Venting^Adjustable Elastic Suspenders with Buckles^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Stretch Side Body Panel^YKK[R] AquaGuard[R] Zippered Bib Pocket^Zippered Hand Warmer Pockets^Zippered Back Pocket^Hem Lift-Up Cinch System
adytp03056;squadron 30k pant;btg0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Taffeta Lining^Open Cell Mesh Lining^Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^YKK[R] AquaGuard[R] Zippered Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Zippered Hand Warmer Pockets^Zippered Back Pocket^Welded Taping^Hem Lift-Up Cinch System
adytp03056;squadron 30k pant;kvj0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Taffeta Lining^Open Cell Mesh Lining^Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^YKK[R] AquaGuard[R] Zippered Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Zippered Hand Warmer Pockets^Zippered Back Pocket^Welded Taping^Hem Lift-Up Cinch System
adytp03056;squadron 30k pant;wbb0;253;;dcshoes;men;adult;snow;snowboard_pants;classic;snow;;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Taffeta Lining^Open Cell Mesh Lining^Brushed Tricot on Knees^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^YKK[R] AquaGuard[R] Zippered Mesh Lined Leg Venting^Jacket-to-Pant Attachment System^Internal Waist Adjustment^Articulated Legs^DWR Coated Boot Gaiter with Stretch Panel^Zippered Hand Warmer Pockets^Zippered Back Pocket^Welded Taping^Hem Lift-Up Cinch System
adywt03104;ruckus hooded;kvj0;253;;dcshoes;men;adult;clothing;shirt;shacket;casual;;;Type: Hooded long sleeve shirt^Fabric: 100% Cotton Flannel (260g/m2) on body 100% Cotton fleece (280g/m2) at hood^Fit: Standard fit^Closure/Neck: Button down^Hooded design^Two chest flap pockets^Drawcords at hood^DC PU patch on bottom hem^DC trim package
adywt03104;ruckus hooded;nqv0;253;;dcshoes;men;adult;clothing;shirt;shacket;casual;;;Type: Hooded long sleeve shirt^Fabric: 100% Cotton Flannel (260g/m2) on body 100% Cotton fleece (280g/m2) at hood^Fit: Standard fit^Closure/Neck: Button down^Hooded design^Two chest flap pockets^Drawcords at hood^DC PU patch on bottom hem^DC trim package
adywt03116;marshal flannel;brq0;253;;dcshoes;men;adult;clothing;shirt;flannel;casual;;;Long sleeve shirt^Fabric: 100% Cotton Flannel 240g/m2^Fit: Standard fit^Closure/Neck: Button down collar^Chest pocket with button closure^Lightly brushed^PU circle patch on sleeve^DC trim package
adywt03116;marshal flannel;kvj0;253;;dcshoes;men;adult;clothing;shirt;flannel;casual;;;Long sleeve shirt^Fabric: 100% Cotton Flannel 240g/m2^Fit: Standard fit^Closure/Neck: Button down collar^Chest pocket with button closure^Lightly brushed^PU circle patch on sleeve^DC trim package
adyzt04985;dc star hss;gss0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt04985;dc star hss;knfh;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt04985;dc star hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt04985;dc star hss;wbb0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt04990;dc star pilot hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt04990;dc star pilot hss;wbb0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05043;dc star pocket hss;knfh;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve pocket tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on center of pocket^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05043;dc star pocket hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve pocket tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on center of pocket^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05043;dc star pocket hss;thz0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve pocket tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on center of pocket^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05043;dc star pocket hss;wbb0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve pocket tee^Fabric: Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Print on center of pocket^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05372;dc star hls;gtp0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05372;dc star hls;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05373;dc star hss;brq0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05373;dc star hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05373;dc star hss;sfrh;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05373;dc star hss;wbb0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05374;dc star pigment dye hss;gtp0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05374;dc star pigment dye hss;kvjw;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05374;dc star pigment dye hss;nqv0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05377;dc star pocket hss;gqq0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Prints on left chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05377;dc star pocket hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Prints on left chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05377;dc star pocket hss;tflh;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Prints on left chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05377;dc star pocket hss;wbb0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Prints on left chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05396;dc corpo hss;brq0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on centered front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05396;dc corpo hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on centered front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05440;dc corpo fb hss;gjz0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05440;dc corpo fb hss;kvj0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
adyzt05440;dc corpo fb hss;nqv0;253;;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
dc02186;stag youth;8;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper^Injected TPR Logo^Molded TPU Eyestay^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02186;stag youth;9;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper^Injected TPR Logo^Molded TPU Eyestay^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02186;stag youth;62;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper^Injected TPR Logo^Molded TPU Eyestay^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02186;stag youth;64;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper^Injected TPR Logo^Molded TPU Eyestay^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02186;stag youth;410;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper^Injected TPR Logo^Molded TPU Eyestay^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02220;dc command;2;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
