style;division;gender;age;category;parent_type;subtype;activity_use;sustainability
erjft05032;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05033;roxy;women;adult;clothing;pullover;half_zip;casual;
erjft05040;roxy;women;adult;clothing;pullover;crew;casual;
erjft05041;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft05046;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05047;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05048;roxy;women;adult;clothing;pullover;full_zip;casual;
erjgl03004;roxy;women;adult;snow;snow_accessory;lens;snow;
erjgl03007;roxy;women;adult;snow;snow_accessory;lens;snow;
erjgl03008;roxy;women;adult;snow;snow_accessory;lens;snow;
erjgl03009;roxy;women;adult;snow;snow_accessory;lens;snow;
erjgl03011;roxy;women;adult;snow;snow_accessory;lens;snow;
erjgl03014;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjha03315;roxy;women;adult;accessories;cap;trucker;active;
erjha03648;roxy;women;adult;accessories;cap;baseball;active;
erjha03676;roxy;women;adult;accessories;cap;trucker;active;
erjha03677;roxy;women;adult;accessories;cap;baseball;active;
erjha04133;roxy;women;adult;accessories;cap;trucker;active;
erjha04160;roxy;women;adult;accessories;beanie;polar-lined;snow;
erjha04408;roxy;women;adult;accessories;beanie;polar-lined;snow;
erjha04409;roxy;women;adult;accessories;beanie;polar-lined;snow;
erjha04410;roxy;women;adult;accessories;beanie;sherpa;snow;
erjha04411;roxy;women;adult;accessories;beanie;knit;snow;
erjha04412;roxy;women;adult;accessories;beanie;pom;snow;
erjha04413;roxy;women;adult;accessories;beanie;knit;snow;
erjha04414;roxy;women;adult;accessories;beanie;knit;snow;
erjha04415;roxy;women;adult;accessories;beanie;polar-lined;snow;
erjha04416;roxy;women;adult;accessories;beanie;polar-lined;snow;
erjha04432;roxy;women;adult;accessories;cap;baseball;active;
erjha04434;roxy;women;adult;accessories;cap;trucker;active;
erjha04435;roxy;women;adult;accessories;cap;baseball;active;
erjha04438;roxy;women;adult;accessories;hat;bucket;beach;
erjha04439;roxy;women;adult;accessories;hat;cowboy;beach;
erjha04440;roxy;women;adult;accessories;beanie;knit;snow;
erjha04441;roxy;women;adult;accessories;cap;baseball;active;
erjha04442;roxy;women;adult;accessories;hat;bucket;beach;
erjha04443;roxy;women;adult;accessories;hat;bucket;beach;
erjha04445;roxy;women;adult;accessories;hat;bucket;beach;
erjha04446;roxy;women;adult;accessories;beanie;knit;snow;
erjha04447;roxy;women;adult;accessories;beanie;knit;snow;
erjha04449;roxy;women;adult;accessories;beanie;knit;snow;
erjha04450;roxy;women;adult;accessories;cap;baseball;active;
erjha04451;roxy;women;adult;accessories;cap;baseball;active;
erjha04469;roxy;women;adult;accessories;hat;bucket;beach;
erjhn03247;roxy;women;adult;surf;wetsuit_accessory;wetsuit_gloves;surf;limestone_derived
erjhn03259;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free
erjhn03260;roxy;women;adult;snow;snow_accessory;gloves;snow;
erjhn03261;roxy;women;adult;snow;snow_accessory;gloves;snow;
erjhn03262;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free
erjhn03263;roxy;women;adult;snow;snow_accessory;mittens;snow;
erjhn03264;roxy;women;adult;snow;lifestyle_gloves;gloves;snow;
erjhn03266;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free
erjhn03267;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free
erjhn03268;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free
erjhn03270;roxy;women;adult;snow;snow_accessory;mittens;snow;pfc_free
erjhn03271;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free
erjhn03272;roxy;women;adult;snow;snow_accessory;gloves;snow;pfc_free
erjhn03276;roxy;women;adult;accessories;lifestyle_gloves;gloves;active;
erjhn03277;roxy;women;adult;accessories;lifestyle_gloves;gloves;active;
erjjk03387;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03388;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03513;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03593;roxy;women;adult;clothing;jackets;rain;casual;pfc_free
erjjk03599;roxy;women;adult;clothing;jackets;puffer;casual;pfc_free
erjjk03634;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03641;roxy;women;adult;clothing;jackets;windbreaker;casual;pfc_free
erjjk03646;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03651;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03652;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03653;roxy;women;adult;clothing;jackets;rain;casual;
erjjk03654;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03666;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03670;roxy;women;adult;clothing;jackets;shacket;casual;
erjjk03671;roxy;women;adult;clothing;jackets;rain;casual;
erjjk03672;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03673;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03675;roxy;women;adult;clothing;jackets;denim;casual;
erjjk03676;roxy;women;adult;clothing;jackets;sherpa;casual;
erjjk03677;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03680;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03683;roxy;women;adult;clothing;jackets;puffer;casual;
erjjk03684;roxy;women;adult;clothing;jackets;denim;casual;
erjjk03686;roxy;women;adult;clothing;jackets;shacket;casual;
erjjk03688;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03689;roxy;women;adult;clothing;jackets;sherpa;casual;
erjjk03690;roxy;women;adult;clothing;jackets;rain;casual;
erjjk03691;roxy;women;adult;clothing;jackets;bomber;casual;
erjjk03692;roxy;women;adult;clothing;jackets;light;casual;
erjjk03694;roxy;women;adult;clothing;jackets;rain;casual;
erjkd03295;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03343;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03496;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03534;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03535;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03536;roxy;women;adult;clothing;dress;one_piece;casual;
erjkd03540;roxy;women;adult;clothing;dress;one_piece;casual;
erjko03009;roxy;women;adult;clothing;long_leg_onesie;overalls;casual;
erjkt04012;roxy;women;adult;clothing;top;bra;active;
erjkt04163;roxy;women;adult;clothing;sweatshirt;hoodie;casual;
erjkt04164;roxy;women;adult;clothing;sweatshirt;hoodie;casual;
erjkt04168;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04169;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04187;roxy;women;adult;clothing;sweatshirt;hoodie;casual;
erjkt04247;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04248;roxy;women;adult;clothing;tank;racer_back;active;
erjkt04249;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04306;roxy;women;adult;clothing;t-shirt;slip-on;casual;
erjkt04322;roxy;women;adult;clothing;pullover;oversized;casual;
erjkt04323;roxy;women;adult;clothing;pullover;oversized;casual;
erjkt04324;roxy;women;adult;clothing;tank;crew;casual;
erjkt04326;roxy;women;adult;clothing;top;bra;active;
erjkt04327;roxy;women;adult;clothing;t-shirt;crew;active;
erjkt04328;roxy;women;adult;clothing;tank;racer_back;active;
erjkt04329;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04330;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04331;roxy;women;adult;clothing;top;crew;casual;
erjkt04332;roxy;women;adult;clothing;top;crew;casual;
erjkt04336;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04337;roxy;women;adult;clothing;top;bra;active;
erjkt04338;roxy;women;adult;clothing;top;bra;active;
erjkt04339;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04342;roxy;women;adult;clothing;t-shirt;crew;casual;
erjkt04359;roxy;women;adult;clothing;top;bra;active;
erjkt04410;roxy;women;adult;clothing;top;knit;casual;
erjkt04412;roxy;women;adult;clothing;top;crew;casual;
erjkt04413;roxy;women;adult;clothing;top;crew;casual;
erjkt04414;roxy;women;adult;clothing;top;crew;casual;
erjkt04415;roxy;women;adult;clothing;top;crew;casual;
erjlw03053;roxy;women;adult;clothing;t-shirt;crew;casual;
erjlw03054;roxy;women;adult;clothing;t-shirt;crew;casual;
erjlw03055;roxy;women;adult;clothing;t-shirt;crew;casual;
erjlw03056;roxy;women;adult;clothing;bodywear;leggings;training;
erjnp03264;roxy;women;adult;clothing;pants;flare;casual;
erjnp03294;roxy;women;adult;clothing;pants;cargo;casual;
erjnp03488;roxy;women;adult;clothing;pants;leggings;training;
erjnp03545;roxy;women;adult;clothing;pants;flare;casual;
erjnp03556;roxy;women;adult;clothing;pants;stretch;casual;
erjnp03617;roxy;women;adult;clothing;pants;joggers;training;pfc_free
erjnp03640;roxy;women;adult;snow;snowboard_pants;classic;snow;
erjnp03660;roxy;women;adult;clothing;pants;joggers;training;
erjnp03662;roxy;women;adult;clothing;pants;leggings;training;
erjnp03664;roxy;women;adult;clothing;pants;boyfriend;casual;
erjnp03665;roxy;women;adult;clothing;pants;wide;casual;
erjnp03666;roxy;women;adult;clothing;pants;wide;casual;
erjnp03671;roxy;women;adult;clothing;pants;leggings;training;
erjnp03673;roxy;women;adult;clothing;pants;stretch;casual;
erjnp03674;roxy;women;adult;clothing;pants;joggers;training;
erjnp03676;roxy;women;adult;clothing;pants;leggings;training;
erjnp03677;roxy;women;adult;clothing;pants;carpenter;casual;
erjnp03678;roxy;women;adult;clothing;pants;wide;casual;
erjnp03679;roxy;women;adult;clothing;pants;wide;casual;
erjnp03680;roxy;women;adult;clothing;pants;wide;casual;
erjnp03687;roxy;women;adult;clothing;pants;wide_legged;casual;
erjnp03690;roxy;women;adult;clothing;pants;leggings;training;
erjnp03691;roxy;women;adult;clothing;pants;flare;casual;
erjnp03717;roxy;women;adult;clothing;jeans;relaxed;casual;
erjnp03942;roxy;women;adult;clothing;pants;leggings;training;
erjns03440;roxy;women;adult;clothing;shorts;biker;training;
erjns03530;roxy;women;adult;clothing;shorts;sport;training;
erjns03568;roxy;women;adult;clothing;shorts;sport;training;pfc_free
erjns03601;roxy;women;adult;clothing;shorts;sweat_shorts;training;
erjns03603;roxy;women;adult;clothing;shorts;wide;casual;
erjns03606;roxy;women;adult;clothing;shorts;biker;training;
erjns03608;roxy;women;adult;clothing;shorts;wide;casual;
erjns03614;roxy;women;adult;clothing;shorts;biker;training;
erjpf03162;roxy;women;adult;clothing;pullover;full_zip;casual;
erjpf03168;roxy;women;adult;clothing;fleece_polar;hoodie;casual;
erjpf03176;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03178;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03203;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03208;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03212;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03214;roxy;women;adult;clothing;fleece_polar;fleece;casual;
erjpf03216;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03217;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03218;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03219;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03220;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03221;roxy;women;adult;clothing;fleece_polar;hoodie;casual;
erjpf03227;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03228;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03229;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03231;roxy;women;adult;clothing;fleece_polar;fleece;casual;
erjpf03232;roxy;women;adult;clothing;fleece_polar;hoodie;casual;
erjpf03233;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03234;roxy;women;adult;clothing;fleece_polar;fleece;casual;
erjpf03235;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03236;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03237;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjpf03242;roxy;women;adult;clothing;fleece_polar;sherpa;casual;
erjsw03657;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03666;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03667;roxy;women;adult;clothing;pullover;knit;casual;
erjsw03668;roxy;women;adult;clothing;pullover;chunky;casual;
erjsw03669;roxy;women;adult;clothing;pullover;knit;casual;
erjsw03671;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03672;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03673;roxy;women;adult;clothing;pullover;knit;casual;
erjsw03674;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03677;roxy;women;adult;clothing;pullover;knit;casual;
erjsw03679;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03680;roxy;women;adult;clothing;pullover;crew;casual;
erjsw03681;roxy;women;adult;clothing;pullover;knit;casual;
erjsw03682;roxy;women;adult;clothing;pullover;full_zip;casual;
erjsw03684;roxy;women;adult;clothing;pullover;crew;casual;
erjtg03239;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03240;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03241;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03242;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03243;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03244;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03246;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03247;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03249;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03250;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03251;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03253;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtg03254;roxy;women;adult;snow;snow_accessory;goggles;snow;
erjtj03477;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03484;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03505;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03506;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03507;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03508;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03511;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03512;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03513;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03514;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03515;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03516;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03517;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03518;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03520;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03521;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03523;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03525;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03526;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03527;roxy;women;adult;snow;snowboard_jacket;;snow;
erjtj03528;roxy;women;adult;snow;snowboard_jacket;;snow;
erjtj03529;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03530;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03531;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03532;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03535;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03544;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtj03545;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free
erjtl03081;roxy;women;adult;snow;snow_accessory;helmet;snow;
erjtl03082;roxy;women;adult;snow;snow_accessory;helmet;snow;
erjtl03083;roxy;women;adult;snow;snow_accessory;helmet;snow;
erjtl03084;roxy;women;adult;snow;snow_accessory;helmet;snow;
erjtp03238;roxy;women;adult;snow;snowboard_pants;classic;snow;
erjtp03269;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03271;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03277;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03288;roxy;women;adult;snow;snowboard_pants;bib_pants;snow;
erjtp03289;roxy;women;adult;snow;snowboard_pants;classic;snow;
erjtp03290;roxy;women;adult;snow;snowboard_pants;bib_pants;snow;pfc_free
erjtp03291;roxy;women;adult;snow;snowboard_pants;bib_pants;snow;pfc_free
erjtp03292;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03293;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03294;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03295;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03296;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03297;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03298;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03299;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03300;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03301;roxy;women;adult;snow;snowboard_pants;classic;snow;pfc_free
erjtp03319;roxy;women;adult;snow;snowboard_pants;classic;snow;
erjw103072;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
erjw103073;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
erjw103074;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
erjwd03916;roxy;women;adult;clothing;dress;one_piece;casual;
erjwd03921;roxy;women;adult;clothing;dress;one_piece;casual;
erjwd03922;roxy;women;adult;clothing;dress;one_piece;casual;
erjwd03923;roxy;women;adult;clothing;dress;one_piece;casual;
erjwd03925;roxy;women;adult;clothing;dress;one_piece;casual;
erjwd03926;roxy;women;adult;clothing;dress;one_piece;casual;
erjwk03185;roxy;women;adult;clothing;skirt;beach_coverup;beach;
erjwk03186;roxy;women;adult;clothing;skirt;beach;beach;
erjwk03187;roxy;women;adult;clothing;skirt;5_pocket;casual;
erjwo03022;roxy;women;adult;clothing;long_leg_onesie;overalls;casual;
erjwr03408;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03409;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03428;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03432;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03496;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03547;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03548;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03555;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03572;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03696;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03698;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03701;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03823;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03849;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03850;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03867;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03868;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03869;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03872;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03873;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03874;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03875;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03876;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03877;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03878;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03879;roxy;women;adult;swim;rashguard;classic;surf;
erjwr03880;roxy;women;adult;swim;rashguard;onesie;surf;
erjwr03895;roxy;women;adult;swim;rashguard;onesie;surf;
