style;division;gender;age;category;parent_type;subtype;activity_use;sustainability
eqywt04663;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqywt04665;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqywt04666;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqywt04667;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqywt04668;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqywt04670;quiksilver;men;adult;clothing;shirt;button_up;casual;
eqyww03053;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
eqyww03055;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
eqyww03056;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
eqyww03073;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;
eqyww03087;quiksilver;men;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
eqyzt05742;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt05841;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt06027;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt06534;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt07711;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt07914;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08165;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08166;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08167;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08169;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08173;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08174;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08175;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08176;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08177;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08178;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08179;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08180;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08181;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08182;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08183;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08184;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08185;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08186;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08187;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08188;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08189;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08190;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08191;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08192;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08193;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08194;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08195;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08196;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08197;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08198;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08199;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08200;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08201;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08202;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08203;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08204;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08205;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08206;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08207;quiksilver;men;adult;clothing;t-shirt;crew;casual;
eqyzt08208;quiksilver;men;adult;clothing;t-shirt;crew;casual;
aqbl100277;quiksilver;boys;2-6_years;footwear;flip_flops;beach;beach;
aqyl100030;quiksilver;men;adult;footwear;flip_flops;arch_support;beach;
aqyl100047;quiksilver;men;adult;footwear;flip_flops;arch_support;beach;
aqyl100601;quiksilver;men;adult;footwear;flip_flops;beach;beach;
aqyl100623;quiksilver;men;adult;footwear;flip_flops;arch_support;beach;
aqyl100867;quiksilver;men;adult;footwear;sandals;slip-on;beach;
aqyl100886;quiksilver;men;adult;footwear;flip_flops;arch_support;beach;
aqyl101253;quiksilver;men;adult;footwear;sandals;arch_support;beach;
aqyl101309;quiksilver;men;adult;footwear;flip_flops;beach;beach;
aqyl101311;quiksilver;men;adult;footwear;sandals;arch_support;beach;
aqyl101325;quiksilver;men;adult;footwear;flip_flops;beach;beach;
aqyl101339;quiksilver;men;adult;footwear;flip_flops;beach;beach;
aqyl101380;quiksilver;men;adult;footwear;sandals;slip-on;beach;
aqyl101381;quiksilver;men;adult;footwear;sandals;slip-on;beach;
aqyl101430;quiksilver;men;adult;footwear;flip_flops;beach;beach;
aqyl101466;quiksilver;men;adult;footwear;sandals;slip-on;beach;
aqys700053;quiksilver;men;adult;footwear;shoes;slip-on;casual;
aqys700108;quiksilver;men;adult;footwear;shoes;slip-on;casual;
26bw193500;roxy;women;adult;surf;wetsuit_accessory;wetsuit_boots;surf;limestone_derived
26bw193513;roxy;women;adult;surf;wetsuit_accessory;wetsuit_hood;surf;limestone_derived
26bw193514;roxy;women;adult;surf;wetsuit_accessory;wetsuit_hood;surf;
26bw203501;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw203503;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213501;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213503;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213504;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213506;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213507;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213508;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213509;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213510;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213511;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213512;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213513;roxy;women;adult;surf;wetsuit;fullsuit;surf;
26bw213514;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
26bw213516;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
26bw213517;roxy;women;adult;surf;wetsuit;fullsuit;surf;limestone_derived
26bw233500;roxy;women;adult;surf;wetsuit;springsuit;surf;
26bw243500;roxy;women;adult;surf;wetsuit;springsuit;surf;
26bw243502;roxy;women;adult;surf;wetsuit;springsuit;surf;
26bw243504;roxy;women;adult;surf;wetsuit;springsuit;surf;
26bw243505;roxy;women;adult;surf;wetsuit;springsuit;surf;limestone_derived
26bw273500;roxy;women;adult;surf;wetsuit;wetsuit_top;surf;
26bw273501;roxy;women;adult;surf;wetsuit;wetsuit_top;surf;
26bw293500;roxy;women;adult;surf;wetsuit;wetsuit_top;surf;
26bw293501;roxy;women;adult;surf;wetsuit;wetsuit_top;surf;
26bw303500;roxy;women;adult;surf;wetsuit;swimsuit;surf;
26qw213502;roxy;girls;2-6_years;surf;wetsuit;fullsuit;surf;limestone_derived
26rw213501;roxy;girls;8-16_years;surf;wetsuit;fullsuit;surf;
26rw213506;roxy;girls;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
26rw213508;roxy;girls;8-16_years;surf;wetsuit;fullsuit;surf;limestone_derived
arjnp03006;roxy;women;adult;clothing;pants;flare;casual;
arjns03007;roxy;women;adult;clothing;shorts;beach_coverup;beach;
ergaa03121;roxy;girls;kids;accessories;beach_accessory;poncho;beach;
ergaa03181;roxy;girls;kids;accessories;scarf;neckwarmer;active;
ergaa03217;roxy;girls;kids;accessories;snow_accessory;balaclava;snow;
ergdd03002;roxy;girls;4-16_years;clothing;dress;denim;casual;
ergdk03004;roxy;girls;4-16_years;clothing;skirt;denim;casual;
ergdp03079;roxy;girls;4-16_years;clothing;jeans;joggers;casual;
ergdp03080;roxy;girls;4-16_years;clothing;jeans;wide_legged;casual;
ergey03010;roxy;girls;kids;surf;sunglasses;round;surf;
ergey03013;roxy;girls;kids;surf;sunglasses;shield;surf;
ergey03014;roxy;girls;kids;surf;sunglasses;oval;surf;
ergey03015;roxy;girls;kids;surf;sunglasses;oval;surf;
ergfb03336;roxy;girls;4-16_years;clothing;pants;joggers;training;
ergfb03337;roxy;girls;4-16_years;clothing;pants;joggers;training;
ergfb03340;roxy;girls;4-16_years;clothing;pants;joggers;training;
ergfd03001;roxy;girls;4-16_years;clothing;dress;one_piece;casual;
ergft03945;roxy;girls;8-16_years;clothing;pullover;fleece;casual;
ergft04010;roxy;girls;8-16_years;clothing;pullover;thermal;casual;
ergft04011;roxy;girls;8-16_years;clothing;pullover;sherpa;casual;
ergft04012;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;
ergft04013;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;
ergft04014;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;
ergft04019;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;
ergft04020;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;
ergft04021;roxy;girls;4-16_years;clothing;pullover;crew;casual;
ergft04022;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
ergft04023;roxy;girls;4-16_years;clothing;pullover;crew;casual;
ergft04024;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
ergft04025;roxy;girls;4-16_years;clothing;pullover;oversized;casual;
ergft04026;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;
ergft04027;roxy;girls;4-16_years;clothing;pullover;crew;casual;
ergft04028;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
ergft04031;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
ergft04032;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
ergft04033;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;
erggl03003;roxy;girls;kids;snow;snow_accessory;lens;snow;
ergha03288;roxy;girls;kids;accessories;beanie;polar-lined;snow;
ergha03356;roxy;girls;kids;accessories;beanie;polar-lined;snow;
ergha03357;roxy;girls;kids;accessories;beanie;knit;snow;
ergha03358;roxy;girls;kids;accessories;beanie;knit;snow;
ergha03366;roxy;girls;kids;accessories;beanie;pom;snow;
ergha03368;roxy;girls;kids;accessories;beanie;knit;snow;
erghn03047;roxy;girls;kids;snow;snow_accessory;gloves;snow;pfc_free
erghn03048;roxy;girls;kids;snow;snow_accessory;gloves;snow;pfc_free
erghn03050;roxy;girls;kids;snow;snow_accessory;mittens;snow;pfc_free
erghn03051;roxy;girls;kids;snow;snow_accessory;mittens;snow;pfc_free
ergjk03129;roxy;girls;4-16_years;clothing;jackets;rain;casual;
ergjk03136;roxy;girls;4-16_years;clothing;jackets;puffer;casual;
ergjk03138;roxy;girls;4-16_years;clothing;jackets;bomber;casual;
ergjk03139;roxy;girls;4-16_years;clothing;jackets;puffer;casual;
ergjk03140;roxy;girls;4-16_years;clothing;jackets;puffer;casual;
ergjk03142;roxy;girls;4-16_years;clothing;jackets;sherpa;casual;
ergkt03273;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergkt03274;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergnp03135;roxy;girls;4-16_years;clothing;pants;barrel;casual;
ergnp03137;roxy;girls;4-16_years;clothing;pants;joggers;training;
ergpf03081;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03082;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03083;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03084;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03085;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03086;roxy;girls;4-16_years;clothing;fleece_polar;hoodie;casual;
ergpf03087;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergpf03089;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;
ergtg03026;roxy;girls;kids;snow;snow_accessory;goggles;snow;
ergtg03028;roxy;girls;kids;snow;snow_accessory;goggles;snow;
ergtj03177;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03190;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03191;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03193;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03194;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03196;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03197;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03198;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03199;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03200;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03202;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03204;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtj03205;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free
ergtl03028;roxy;girls;kids;snow;snow_accessory;helmet;snow;
ergtl03029;roxy;girls;kids;snow;snow_accessory;helmet;snow;
ergtl03030;roxy;girls;kids;snow;snow_accessory;helmet;snow;
ergtp03053;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
ergtp03057;roxy;girls;8-16_years;snow;snowboard_pants;bib_pants;snow;pfc_free
ergtp03059;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
ergtp03060;roxy;girls;8-16_years;snow;snowboard_pants;classic;snow;pfc_free
ergwd03269;roxy;girls;4-16_years;clothing;dress;one_piece;casual;
ergwk03027;roxy;girls;4-16_years;clothing;skirt;beach_coverup;beach;
ergwk03028;roxy;girls;4-16_years;clothing;skirt;5_pocket;casual;
ergwo03011;roxy;girls;4-16_years;clothing;long_leg_onesie;overalls;casual;
ergwt03144;roxy;girls;4-16_years;clothing;shirt;button_up;casual;
ergzt03557;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04137;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04138;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04139;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04140;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04141;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04142;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
ergzt04143;roxy;girls;4-16_years;clothing;t-shirt;crew;casual;
erjaa03765;roxy;women;adult;accessories;wallet;tri_fold;casual;
erjaa03827;roxy;women;adult;accessories;beach_accessory;poncho;beach;
erjaa03828;roxy;women;adult;accessories;beach_accessory;poncho;beach;
erjaa04083;roxy;women;adult;accessories;school_supplies;pencil_case;school;
erjaa04260;roxy;women;adult;accessories;beach_accessory;poncho;beach;
erjaa04294;roxy;women;adult;accessories;scarf;neckwarmer;active;
erjaa04351;roxy;women;adult;accessories;beach_accessory;towel;beach;
erjaa04352;roxy;women;adult;accessories;beach_accessory;towel;beach;
erjaa04378;roxy;women;adult;accessories;scarf;neckwarmer;active;
erjaa04380;roxy;women;adult;accessories;scarf;neckwarmer;active;
erjaa04381;roxy;women;adult;accessories;scarf;neckwarmer;active;
erjaa04382;roxy;women;adult;accessories;scarf;neckwarmer;active;
erjaa04392;roxy;women;adult;accessories;school_supplies;pencil_case;school;
erjaa04393;roxy;women;adult;accessories;school_supplies;pencil_case;school;
erjaa04395;roxy;women;adult;accessories;beach_accessory;poncho;beach;
erjaa04396;roxy;women;adult;accessories;beach_accessory;cooler;beach;
erjaa04401;roxy;women;adult;accessories;wallet;bi_fold;casual;
erjaa04403;roxy;women;adult;accessories;wallet;zip;casual;
erjaa04404;roxy;women;adult;accessories;wallet;tri_fold;casual;
erjaa04409;roxy;women;adult;accessories;bag;clutch;casual;
erjaa04411;roxy;women;adult;accessories;scarf;knitted;active;
erjaa04412;roxy;women;adult;accessories;scarf;knitted;active;
erjaa04414;roxy;women;adult;accessories;scarf;knitted;active;
erjaa04415;roxy;women;adult;accessories;school_supplies;pencil_case;school;
erjaa04417;roxy;women;adult;accessories;bag;clutch;casual;
erjaa04418;roxy;women;adult;accessories;bag;clutch;casual;
erjaa04419;roxy;women;adult;accessories;snow_accessory;balaclava;snow;
erjaa04420;roxy;women;adult;accessories;snow_accessory;balaclava;snow;
erjaa04421;roxy;women;adult;accessories;school_supplies;binder;school;
erjaa04422;roxy;women;adult;accessories;beach_accessory;poncho;beach;
erjaa04425;roxy;women;adult;accessories;wallet;zip;casual;
erjaa04426;roxy;women;adult;accessories;wallet;small;casual;
erjaa04427;roxy;women;adult;accessories;school_supplies;pencil_case;school;
erjaa04448;roxy;women;adult;accessories;bag;clutch;casual;
erjaa04451;roxy;women;adult;accessories;socks;calf;casual;
erjaa04452;roxy;women;adult;accessories;socks;calf;casual;
erjaa04455;roxy;women;adult;accessories;wallet;small;casual;
erjaa04456;roxy;women;adult;accessories;wallet;small;casual;
erjba03085;roxy;women;adult;accessories;equipment_bag;gear;active;
erjba03086;roxy;women;adult;accessories;equipment_bag;gear;active;
erjba03087;roxy;women;adult;accessories;equipment_bag;gear;active;
erjba03088;roxy;women;adult;accessories;equipment_bag;gear;active;
erjba03089;roxy;women;adult;accessories;equipment_bag;gear;active;
erjbl03319;roxy;women;adult;accessories;luggage;roller;surf;
erjbl03322;roxy;women;adult;accessories;luggage;toiletry;surf;
erjbl03323;roxy;women;adult;accessories;luggage;roller;surf;
erjbl03324;roxy;women;adult;accessories;luggage;toiletry;surf;
erjbl03325;roxy;women;adult;accessories;luggage;roller;surf;
erjbl03326;roxy;women;adult;accessories;luggage;roller;surf;
erjbp04156;roxy;women;adult;accessories;backpack;school;school;
erjbp04159;roxy;women;adult;accessories;backpack;school;school;
erjbp04434;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04649;roxy;women;adult;accessories;bag;waist_pack;casual;
erjbp04883;roxy;women;adult;accessories;backpack;school;school;
erjbp04885;roxy;women;adult;accessories;backpack;school;school;
erjbp04886;roxy;women;adult;accessories;backpack;school;school;
erjbp04888;roxy;women;adult;accessories;backpack;technical;active;pfc_free
erjbp04889;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04890;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04891;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04892;roxy;women;adult;accessories;backpack;rucksack;training;
erjbp04893;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04894;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04897;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04898;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04899;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04900;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04901;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04902;roxy;women;adult;accessories;bag;waist_pack;casual;
erjbp04903;roxy;women;adult;accessories;bag;messenger;casual;
erjbp04904;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04905;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04907;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04909;roxy;women;adult;accessories;bag;waist_pack;casual;
erjbp04910;roxy;women;adult;accessories;bag;waist_pack;casual;
erjbp04911;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04912;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04913;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04914;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04915;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04916;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04917;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04929;roxy;women;adult;accessories;backpack;rucksack;training;
erjbp04930;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04931;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04933;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04934;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04935;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04936;roxy;women;adult;accessories;bag;shoulder;casual;
erjbp04937;roxy;women;adult;accessories;bag;waist_pack;casual;
erjbp04938;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04939;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04940;roxy;women;adult;accessories;backpack;classic;casual;
erjbp04942;roxy;women;adult;accessories;backpack;classic;casual;
erjbs03039;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03078;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03139;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03163;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03164;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03165;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03298;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03299;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03300;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03301;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03327;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03328;roxy;women;adult;swim;boardshorts;regular;surf;
erjbs03329;roxy;women;adult;swim;boardshorts;retro;surf;
erjbt03427;roxy;women;adult;accessories;bag;tote;casual;
erjbt03430;roxy;women;adult;accessories;bag;tote;casual;
erjbt03431;roxy;women;adult;accessories;bag;tote;casual;
erjdd03009;roxy;women;adult;clothing;dress;denim;casual;
erjdd03010;roxy;women;adult;clothing;dress;denim;casual;
erjdk03038;roxy;women;adult;clothing;skirt;denim;casual;
erjdk03039;roxy;women;adult;clothing;skirt;denim;casual;
erjdk03041;roxy;women;adult;clothing;skirt;5_pocket;casual;
erjdo03001;roxy;women;adult;clothing;long_leg_onesie;romper;casual;
erjdo03004;roxy;women;adult;clothing;short_leg_onesie;denim;casual;
erjdp03229;roxy;women;adult;clothing;jeans;stretch;casual;
erjdp03310;roxy;women;adult;clothing;jeans;straight;casual;
erjdp03312;roxy;women;adult;clothing;jeans;wide_legged;casual;
erjdp03313;roxy;women;adult;clothing;jeans;joggers;casual;
erjdp03317;roxy;women;adult;clothing;jeans;wide_legged;casual;
erjdp03318;roxy;women;adult;clothing;jeans;joggers;casual;
erjdp03319;roxy;women;adult;clothing;jeans;straight;casual;
erjdp03328;roxy;women;adult;clothing;jeans;straight;casual;
erjdp03333;roxy;women;adult;clothing;jeans;crop;casual;
erjdp03334;roxy;women;adult;clothing;jeans;crop;casual;
erjdp03336;roxy;women;adult;clothing;jeans;crop;casual;
erjdp03344;roxy;women;adult;clothing;jeans;straight;casual;
erjds03214;roxy;women;adult;clothing;shorts;denim;casual;
erjds03322;roxy;women;adult;clothing;shorts;denim;casual;
erjds03323;roxy;women;adult;clothing;shorts;denim;casual;
erjds03337;roxy;women;adult;clothing;shorts;denim;casual;
erjea03001;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03002;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03003;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03004;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03005;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03006;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03007;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjea03008;roxy;women;adult;surf;surf_accessory;sunglasses_retainer;surf;
erjey03105;roxy;women;adult;surf;sunglasses;round;surf;
erjey03108;roxy;women;adult;surf;sunglasses;round;surf;
erjey03114;roxy;women;adult;surf;sunglasses;round;surf;
erjey03116;roxy;women;adult;surf;sunglasses;round;surf;
erjey03134;roxy;women;adult;surf;sunglasses;round;surf;
erjey03135;roxy;women;adult;surf;sunglasses;round;surf;
erjey03141;roxy;women;adult;surf;sunglasses;oval;surf;
erjey03142;roxy;women;adult;surf;sunglasses;oval;surf;
erjey03143;roxy;women;adult;surf;sunglasses;round;surf;
erjey03144;roxy;women;adult;surf;sunglasses;cat-eye;surf;
erjey03146;roxy;women;adult;surf;sunglasses;cat-eye;surf;
erjey03147;roxy;women;adult;surf;sunglasses;square;surf;
erjey03148;roxy;women;adult;surf;sunglasses;square;surf;
erjey03149;roxy;women;adult;surf;sunglasses;square;surf;
erjfb03449;roxy;women;adult;clothing;pants;joggers;training;
erjfb03486;roxy;women;adult;clothing;pants;joggers;training;
erjfb03487;roxy;women;adult;clothing;pants;joggers;training;
erjfb03491;roxy;women;adult;clothing;pants;joggers;training;
erjfb03495;roxy;women;adult;clothing;pants;joggers;training;
erjfb03502;roxy;women;adult;clothing;pants;wide_legged;casual;
erjft04655;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04664;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04665;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04816;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04825;roxy;women;adult;clothing;pullover;full_zip;casual;pfc_free
erjft04831;roxy;women;adult;clothing;fleece_polar;thermal;casual;
erjft04855;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft04899;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft04967;roxy;women;adult;clothing;pullover;full_zip;casual;pfc_free
erjft04968;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04969;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04970;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04971;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04972;roxy;women;adult;clothing;pullover;fleece;casual;
erjft04973;roxy;women;adult;clothing;pullover;fleece;casual;
erjft04974;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft04996;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05004;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft05005;roxy;women;adult;clothing;pullover;oversized;casual;
erjft05006;roxy;women;adult;clothing;pullover;crew;casual;
erjft05008;roxy;women;adult;clothing;pullover;crew;casual;
erjft05009;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05010;roxy;women;adult;clothing;pullover;crew;casual;
erjft05011;roxy;women;adult;clothing;pullover;fleece;casual;
erjft05012;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft05014;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft05015;roxy;women;adult;clothing;pullover;fleece;casual;
erjft05016;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05017;roxy;women;adult;clothing;pullover;crew;casual;
erjft05018;roxy;women;adult;clothing;pullover;crew;casual;
erjft05020;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05021;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05022;roxy;women;adult;clothing;pullover;full_zip;casual;
erjft05028;roxy;women;adult;clothing;pullover;hoodie;casual;
erjft05029;roxy;women;adult;clothing;pullover;full_zip;casual;
