style;division;gender;age;category;parent_type;subtype;activity_use;sustainability;sustainability_certification1;sustainability_certification2;fabric_main1;fabric_main2;fabric_main3;fabric_main4;fabric_main5;fabric_main6;fabric_subtype1;lining1;lining2;lining3;lining4;filling;padding_material;technology1;technology2;technology3;technology4;technology5;technology6;technology7;prod_collection;size;dimension_height1;dimension_length1;dimension_width1;dimension_height2;dimension_length2;dimension_width2;volume1;volume2;backpack_size;number_pocket_bag;straps1;straps2;straps3;straps4;visor;lens_tint1;lens_tint2;lens_tint3;lens_tint4;fit1;fit2;fit3;fit4;sleeve_length;leg_length;closure1;closure2;waist;pocket1;pocket2;pocket3;pocket4;pocket5;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole1;outsole2;insole;sole_type;top_shape1;top_shape2;top_shape3;top_shape4;bottom_shape1;bottom_shape2;bottom_shape3;bottom_shape4;bottom_shape5;bottom_shape6;coverage1;coverage2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology1;wetsuit_technology2;wetsuit_technology3;wetsuit_technology4;wetsuit_seam1;wetsuit_seam2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology1;insulation_technology2;waterproofing_level1;waterproofing_technology1;Lumina Comments
ERJFT05020;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05021;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05022;roxy;women;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05028;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;value;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05029;roxy;women;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;value;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05032;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05033;roxy;women;adult;clothing;pullover;half_zip;casual;;;;stretch_polyester;;;;;;;;;;;;;warmflight;;;;;;;active;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;half_zip;pull_through;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05040;roxy;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05041;roxy;women;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;full_zip;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05046;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;full_zip;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05047;roxy;women;adult;clothing;pullover;hoodie;casual;;;;stretch_modal;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05048;roxy;women;adult;clothing;pullover;full_zip;casual;;;;stretch_modal;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJPF03162;roxy;women;adult;clothing;pullover;full_zip;casual;;;;polyester;;;;;;bonded;;;;;;;warmlink;;;;;;;warmlink;;;;;;;;;;;;;;;;;;;;;tailor;;;;long_sleeve;;full_zip;;;chest_pocket;side_pocket;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJSW03657;roxy;women;adult;clothing;pullover;crew;casual;;;;cotton;wool;;;;;jacquard;;;;;;;warmflight;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;classic;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYFT00108;rvca;men;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;sherpa;;;;;;;warmflight;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;snap;;;front_pocket;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B414501;billabong;women;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;half_zip;pull_through;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B484503;billabong;women;adult;clothing;pullover;full_zip;casual;;;;polyester;;;;;;fleece;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;pull_through;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B484504;billabong;women;adult;clothing;pullover;half_zip;casual;;;;polyester;;;;;;fleece;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;half_zip;pull_through;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERLFT03210;roxy;girls;2-7_years;clothing;pullover;sherpa;casual;;;;polyester;;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413500;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;muhammad_ali;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413503;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413504;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;dayshift_collection;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413505;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413506;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413507;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413508;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413509;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413510;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413511;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A413550;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;front_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A463507;rvca;men;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;vacancy;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;full_zip;;;front_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A463510;rvca;men;adult;clothing;pullover;crew;casual;;;;cotton;;;;;;rib;;;;;;;;;;;;;;dayshift_collection;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A463512;rvca;men;adult;clothing;pullover;crew;casual;;;;cotton;;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;full_zip;;;welt_pocket;zip_pocket;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A483504;rvca;men;adult;clothing;pullover;full_zip;casual;;;;cotton;;;;;;rib;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A483507;rvca;men;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oversized;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS034120;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;front_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS483501;rvca;men;adult;clothing;pullover;full_zip;casual;;;;polyester;;;;;;corduroy;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;front_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS483502;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;sherpa;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;button;;;front_pocket;;;;;;;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23WS463501;rvca;women;adult;clothing;pullover;oversized;casual;;;;cotton;polyester;;;;;rib;;;;;;;;;;;;;;va_sport_(womens);;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVYFT00328;rvca;men;adult;clothing;pullover;hoodie;casual;;;;cotton;;;;;;french_terry;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYFT00107;rvca;men;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oversized;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B073501;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;acrylic;nylon;;;;jacquard;;;;;;;;;;;;;;leisure_state;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;half_zip;;;front_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVYFT00331;rvca;men;adult;clothing;pullover;crew;casual;;;;cotton;;;;;;fleece;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;oversized;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJFT00153;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton_blend;polyester;;;;;fleece;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;oversized;;;;long_sleeve;;pull_through;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJFT00154;billabong;women;adult;clothing;pullover;hoodie;casual;;;;stretch_polyester;;;;;;rib;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;oversized;;;;long_sleeve;;half_zip;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJFT00155;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton_blend;polyester;;;;;polar_fleece;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;button;;;;;;;;;;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJFT00156;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton_blend;polyester;;;;;corduroy;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;button;;;;;;;;;;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJKT00115;billabong;women;adult;clothing;pullover;half_zip;casual;;;;polyester;;;;;;fleece;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;half_zip;;;side_pocket;;;;;;;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00113;billabong;women;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;polar_fleece;;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;half_zip;;;;;;;;;;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00115;billabong;women;adult;clothing;pullover;fleece;casual;;;;stretch_polyester;;;;;;fleece;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;full_zip;;;side_pocket;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00116;billabong;women;adult;clothing;pullover;fleece;casual;;;;cotton;polyester;;;;;;;;;;;;warmflight_eco;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00119;billabong;women;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00120;billabong;women;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05106;roxy;women;adult;clothing;pullover;full_zip;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;urban_outfitters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A414500;billabong;men;adult;clothing;pullover;fleece;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A414501;billabong;men;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A414502;billabong;men;adult;clothing;pullover;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;schuyler_beecroft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A414504;billabong;men;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;spec_73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A464502;billabong;men;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;spec_73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B414503;billabong;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;lei_daze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464501;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464502;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464503;billabong;women;adult;clothing;pullover;oversized;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464504;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464505;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464506;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;lei_daze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B464509;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;surfaced;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B483504;billabong;women;adult;clothing;pullover;half_zip;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B484502;billabong;women;adult;clothing;pullover;half_zip;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYFT00162;billabong;men;adult;clothing;pullover;full_zip;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05049;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose;relax;;;long_sleeve;;;;;pouch_pocket;;;;;;;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05050;roxy;women;adult;clothing;pullover;crew;casual;recycled;;;cotton_blend;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT05051;roxy;women;adult;clothing;pullover;hoodie;casual;;;;cotton_blend;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B073509;billabong;women;adult;clothing;pullover;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;button;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJSW00112;element;women;adult;clothing;pullover;knit;casual;;;;cotton;;;;;;rib_knit;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJSW00113;element;women;adult;clothing;pullover;knit;casual;;;;stretch_polyester_blend;nylon;acrylic;wool;;;jacquard;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;button;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSW00133;element;men;adult;clothing;cardigan;knit;casual;;;;stretch_polyester_blend;nylon;acrylic;wool;;;jacquard;;;;;;;;;;;;;;element_x_bigfoot;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;button;;;patch_pocket;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSW00136;element;men;adult;clothing;cardigan;knit;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;;;;;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWSW03030;quiksilver;women;adult;clothing;pullover;crew;casual;;;;stretch_polyester_blend;polyamide;acrylic;wool;;;;;;;;;;;;;;;;;disconnect;;;;;;;;;;;;;;;;;;;;;boxy;;;;long_sleeve;;button;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJSW03667;roxy;women;adult;clothing;pullover;knit;casual;;;;nylon;acrylic;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose;;;;long_sleeve;;;;;;;;;;;;turtle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJSW03669;roxy;women;adult;clothing;pullover;knit;casual;;;;nylon;acrylic;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose ;boxy;;;long_sleeve;;button;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJSW03677;roxy;women;adult;clothing;pullover;knit;casual;;;;polyester;;;;;;yarn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose ;boxy;;;long_sleeve;;button;;;;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A073500;rvca;men;adult;clothing;cardigan;knit;casual;;;;cotton;acrylic;polyester;;;;;;;;;;;;;;;;;;ed_templeton;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;button;;;;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A463509;rvca;men;adult;clothing;pullover;crew;casual;;;;polyester;;;;;;jacquard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;long_sleeve;;button;;;side_pocket;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
