style;division;gender;age;category;parent_type;subtype;activity_use;sustainability;sustainability_certification1;sustainability_certification2;fabric_main1;fabric_main2;fabric_main3;fabric_main4;fabric_main5;fabric_main6;fabric_subtype1;lining1;lining2;lining3;lining4;filling;padding_material;technology1;technology2;technology3;technology4;technology5;technology6;technology7;prod_collection;size;dimension_height1;dimension_length1;dimension_width1;dimension_height2;dimension_length2;dimension_width2;volume1;volume2;backpack_size;number_pocket_bag;straps1;straps2;straps3;straps4;visor;lens_tint1;lens_tint2;lens_tint3;lens_tint4;fit1;fit2;fit3;fit4;sleeve_length;leg_length;closure1;closure2;waist;pocket1;pocket2;pocket3;pocket4;pocket5;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole1;outsole2;insole;sole_type;top_shape1;top_shape2;top_shape3;top_shape4;bottom_shape1;bottom_shape2;bottom_shape3;bottom_shape4;bottom_shape5;bottom_shape6;coverage1;coverage2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology1;wetsuit_technology2;wetsuit_technology3;wetsuit_technology4;wetsuit_seam1;wetsuit_seam2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology1;insulation_technology2;waterproofing_level1;waterproofing_technology1;Lumina Comments
ERJDP03318;roxy;women;adult;clothing;jeans;joggers;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;loose;;;;;long_leg;;;fixed_with_tie;front_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03545;roxy;women;adult;clothing;pants;flare;casual;;;;linen;viscose;;;;;linen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mid_rise;flare;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03691;roxy;women;adult;clothing;pants;flare;casual;;;;stretch_cotton;polyester;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mid_rise;flare;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYDP03004;billabong;men;adult;clothing;jeans;relaxed;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;mogul;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;hand_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B123500;billabong;women;adult;clothing;pants;joggers;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B123507;billabong;women;adult;clothing;pants;track;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B123510;billabong;women;adult;clothing;pants;track;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B124504;billabong;women;adult;clothing;pants;joggers;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B124511;billabong;women;adult;clothing;pants;joggers;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBDP03001;billabong;boys;8-16_years;clothing;jeans;stretch;casual;;;;cotton_blend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;hand_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYDP03003;billabong;men;adult;clothing;jeans;stretch;casual;;;;cotton_blend;;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;long_leg;;;fixed_with_tie;hand_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B123572;billabong;women;adult;clothing;pants;beach_coverup;beach;;;;viscose;;;;;;;;;;;;;;;;;;;;otis_carey;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBFB03180;quiksilver;boys;8-16_years;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQKFB03123;quiksilver;boys;2-7_years;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQYFB03038;quiksilver;men;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQKNP03066;quiksilver;boys;2-7_years;clothing;pants;stretch;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;straight;tapered;;;long_leg;;;fixed_with_tie;back_pocket;front_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWNP03064;quiksilver;women;adult;clothing;pants;joggers;training;;;;nylon;;;;;;crinkle;;;;;;;;;;;;;;october_delivery;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFB03402;quiksilver;men;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFB03403;quiksilver;men;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;basic;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;back_pocket;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJX603479;roxy;women;adult;clothing;pants;beach_coverup;beach;;;;cotton;viscose;;;;;crochet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYDP03494;quiksilver;men;adult;clothing;jeans;stretch;casual;;;;cotton;;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;long_leg;;;fixed_with_tie;front_pocket;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBNP03005;billabong;boys;8-16_years;clothing;pants;stretch;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYNP00195;element;men;adult;clothing;pants;joggers;skate;;;;cotton_blend;;;;;;poplin;;;;;;;;;;;;;;esp_element_special_projects;;;;;;;;;;;;;;;;;;;;;relax;;;;;29.5_inseam;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYNP00209;element;men;adult;clothing;pants;chino;casual;;;;cotton_blend;;;;;;poplin;;;;;;;;;;;;;;esp_element_special_projects;;;;;;;;;;;;;;;;;;;;;relax;;;;;29.5_inseam;;;fixed_with_tie;front_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBNP00127;element;boys;8-16_years;clothing;pants;cargo;casual;;;;cotton_blend;;;;;;ripstop;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;24_inseam;;;fixed_with_tie;side_pocket;back_pocket;cargo_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYFB03093;dcshoes;men;adult;clothing;pants;joggers;skate;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B123509;billabong;women;adult;clothing;pants;track;casual;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;relax;high_waist;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARJNP03006;roxy;women;adult;clothing;pants;flare;casual;;;;linen;viscose;;;;;flax;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;front_patch_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGNP03137;roxy;girls;4-16_years;clothing;pants;joggers;training;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFB03449;roxy;women;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFB03491;roxy;women;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03664;roxy;women;adult;clothing;pants;boyfriend;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;value;;;;;;;;;;;;;;;;;;;;;relax;tapered;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A123500;rvca;men;adult;clothing;pants;joggers;training;;;;cotton;polyester;;;;;twill;;;;;;;;;;;;;;muhammad_ali;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A123505;rvca;men;adult;clothing;pants;wide;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;30_inseam;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVYNP00211;rvca;men;adult;clothing;pants;joggers;training;;;;cotton;;;;;;french_terry;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVYNP00242;rvca;men;adult;clothing;pants;carpenter;casual;;;;stretch_cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;30_inseam;;;fixed_with_tie;front_pocket;coin_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYNP00111;billabong;men;adult;clothing;pants;stretch;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;straight;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B124501;billabong;women;adult;clothing;pants;flare;casual;;;;cotton;;;;;;rib;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;;full_length;;;fixed_with_tie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B193503;billabong;women;adult;clothing;jeans;wide_legged;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;relax;wide_leg;mid_rise;;;30_inseam;;;fixed_with_tie;front_patch_pocket;coin_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGDP03079;roxy;girls;4-16_years;clothing;jeans;joggers;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;slouchy;;;;long_leg;;;fixed_with_tie;front_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJDP03229;roxy;women;adult;clothing;jeans;stretch;casual;;;;cotton;;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;front_pocket;;;;;;;;;light;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYFB03095;dcshoes;men;adult;clothing;pants;joggers;skate;;;;stretch_cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBFB03151;quiksilver;boys;8-16_years;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;slim;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBFB03158;quiksilver;boys;8-16_years;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;slim;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBFB03179;quiksilver;boys;8-16_years;clothing;pants;joggers;training;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;slim;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVYNP00109;rvca;men;adult;clothing;pants;stretch;casual;;;;4-way_stretch;stretch_polyester_blend;;;;;;;;;;;;moisture-wicking;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;slim;tapered;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYFB03072;dcshoes;men;adult;clothing;pants;sweatpants;skate;;;;cotton;polyester;;;;;french_terry;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;standard;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDBFB03028;dcshoes;boys;8-16_years;clothing;pants;joggers;skate;;;;cotton;polyester;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBNP03126;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;tapered;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBNP03135;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;mercury;;;;;;;;;;;;;;;;;;;;;straight;tapered;cargo;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBNP03132;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;;;;stretch_cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;tapered;cargo;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBNP03133;quiksilver;boys;8-16_years;clothing;pants;cargo;casual;;;;stretch_cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;tapered;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;cargo_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYNP03315;quiksilver;men;adult;clothing;pants;wide;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;baggy;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYNP03337;quiksilver;men;adult;clothing;pants;cargo;casual;;;;stretch_cotton;;;;;;twill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;stretch;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;cargo_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03294;roxy;women;adult;clothing;pants;cargo;casual;;;;linen;viscose;;;;;linen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;straight;;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBDP03185;quiksilver;boys;8-16_years;clothing;jeans;stretch;casual;;;;cotton;;;;;;denim;;;;;;;;;;;;;;dna;;;;;;;;;;;;;;;;;;;;;straight;;;;;long_leg;;;fixed_with_tie;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYNP03328;quiksilver;men;adult;clothing;pants;cargo;casual;;;;stretch_cotton;;;;;;twill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;stretch;;;;;long_leg;;;fixed_with_tie;side_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYNP03333;quiksilver;men;adult;clothing;pants;cargo;casual;;;;stretch_cotton;;;;;;twill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;stretch;;;;;mid_19_outseam;;;fixed_with_tie;front_pocket;back_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03556;roxy;women;adult;clothing;pants;stretch;casual;;;;stretch_nylon;;;;;;rib;;;;;;;;;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;wide_leg;high_waist;;;;long_leg;;;fixed_with_tie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJNP03673;roxy;women;adult;clothing;pants;stretch;casual;;;;stretch_viscose;polyester;nylon;;;;rib;;;;;;;warmflight;;;;;;;active;;;;;;;;;;;;;;;;;;;;;wide_leg;;;;;long_leg;;;fixed_with_tie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23WS113504;rvca;women;adult;clothing;pants;wide;casual;;;;stretch_polyester_blend;;;;;;;;;;;;;;;;;;;;va_sport_(womens);;;;;;;;;;;;;;;;;;;;;wide_leg;mid_rise;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23WS113505;rvca;women;adult;clothing;pants;wide;casual;;;;cotton;polyester;;;;;rib;;;;;;;;;;;;;;va_sport_(womens);;;;;;;;;;;;;;;;;;;;;wide_leg;low_rise;;;;long_leg;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B124505;billabong;women;adult;clothing;pants;wide;casual;;;;cotton;;;;;;rib;;;;;;;;;;;;;;shifting_paradise;;;;;;;;;;;;;;;;;;;;;wide_leg;high_waist;;;;28_inseam;;;fixed_with_tie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23WS113506;rvca;women;adult;clothing;pants;leggings;training;;;;stretch_polyester;;;;;;;;;;;;;moisture-wicking;;;;;;;va_sport_(womens);;;;;;;;;;;;;;;;;;;;;high_rise;;;;;long_leg;;;elastic;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS121502;rvca;men;adult;clothing;pants;utilitarian;casual;;;;stretch_polyester_blend;cotton;;;;;;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;new_dawn;;;;;long_leg;;;fixed_with_tie;side_pocket;back_zip_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFB03502;roxy;women;adult;clothing;pants;wide_legged;casual;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;urban_outfitters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;elastic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A113510;rvca;men;adult;clothing;pants;carpenter;casual;;;;cotton;;;;;;twill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;;;30_inseam;;;fixed_with_button;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJDP03333;roxy;women;adult;clothing;jeans;crop;casual;;;;stretch_cotton_blend;;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;slim;;;;long_leg;;;fixed_with_button;5_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJDP03334;roxy;women;adult;clothing;jeans;crop;casual;;;;cotton;lyocell;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;slim;;;;long_leg;;;fixed_with_button;5_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJDP03336;roxy;women;adult;clothing;jeans;crop;casual;;;;stretch_cotton_blend;;;;;;denim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;slim;;;;long_leg;;;fixed_with_button;5_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS123501;rvca;men;adult;clothing;pants;joggers;training;;;;polyester;;;;;;bonded;;;;;;;;;;;;;;va_sport_(mens);;;;;;;;;;;;;;;;;;;;;slim;;;;;28_inseam;;;fixed_with_tie;side_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJDP03344;roxy;women;adult;clothing;jeans;straight;casual;;;;cotton_blend;;;;;;denim;;;;;;;;;;;;;;urban_outfitters;;;;;;;;;;;;;;;;;;;;;straight;mid_rise;;;;ankle_length;;;fixed_with_button;5_pocket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A153502;billabong;men;adult;clothing;jackets;rain;casual;recycled;;;nylon;;;;;;sherpa;taffeta;;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;chest_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10k;;
24A183500;billabong;men;adult;clothing;jackets;quilted;casual;;;;polyester;;;;;;taffeta;taffeta;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;chest_pocket;hand_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
24B153500;billabong;women;adult;clothing;jackets;bomber;casual;;;;lyocell;;;;;;rib;;;;;;;;;;;;;;leisure_state;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;side_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B153502;billabong;women;adult;clothing;jackets;bomber;casual;;;;polyester;;;;;;;fleece;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;side_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
24B153503;billabong;women;adult;clothing;jackets;puffer;casual;;;;polyester;;;;;;;fleece;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;hand_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
24B153504;billabong;women;adult;clothing;jackets;light;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;full_zip;;;side_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B153505;billabong;women;adult;clothing;jackets;bomber;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
