style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
dc03269;blk;test 965;253;;dc;boys;kids;footwear;shoes;skate;skate;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03270;blk;test 966;253;;dc;boys;kids;footwear;shoes;skate;skate;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03271;blk;test 967;253;;dc;boys;kids;footwear;shoes;skate;skate;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03272;blk;test 968;253;;dc;boys;kids;footwear;shoes;skate;skate;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03276;blk;test 969;253;;dc;boys;kids;footwear;shoes;skate;skate;;";Leather, Nubuck, or Suede Upper Materials^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked Pill Pattern Tread^Cupsole Construction"
dc03278;blk;test 970;253;;dc;women;adult;footwear;shoes;skate;skate;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc03287;blk;test 971;253;;dc;men;adult;footwear;shoes;skate;skate;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc03293;blk;test 972;253;;dc;men;adult;footwear;shoes;skate;skate;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
edbdp03059;blk;test 973;253;;dc;boys;8-16_years;clothing;jeans;cargo;casual;;"Type: Denim pant^Fabric: 80% Cotton, 20% Recycled Cotton comfort rigid fabric (13 oz)^Zero Chemical EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy through hip and thigh^Wide Leg with slight taper^Leg opening 14"""
edbdp03060;blk;test 974;253;;dc;boys;8-16_years;clothing;jeans;baggy;casual;;"Denim pant^Fabric: Comfort rigid denim (13 oz)^80% Cotton, 20% recycled cotton^Medium Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy through hip and thigh^Wide Leg with slight taper^Leg opening 14"""
edbfb03028;blk;test 975;253;;dc;boys;8-16_years;clothing;pants;joggers;training;;Type: Fleece joggers^Fabric: Light weight 80% cotton/ 20% polyester brushed fleece (330g/m2)^Fit: Relaxed fit^Pockets: Welted side seam pockets and back patch pocket^Encased elastic waistband and ribbed cuffs^Large print on left leg^
edbft03196;blk;test 976;253;;dc;boys;8-16_years;clothing;pullover;fleece;casual;;Type: 1/4 zip fleece^Fabric: 80% Cotton, 20% Polyester (330g/m2)^Fit: Standard fit^Contrasted panel at body and sleeve^Herringbone back neck tape^DC rubber patch at center chest^
edbft03197;blk;test 977;253;;dc;boys;8-16_years;clothing;pullover;hoodie;casual;;Type: Pullover hoodie^Fabric: 80% Cotton, 20% Polyester fleece (330g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Herringbone back neck tape^Buttonholes and rounded drawcord with DCSHOECO branded metal tips^Print at center chest^Large print at back^
edbft03198;blk;test 978;253;;dc;boys;8-16_years;clothing;pullover;full_zip;casual;;Type: zip polar fleece^Fabric: Polar fleece 55.00% Recycled Polyester, 45.00% Polyester (400g/m2)^Fit: Standard fit^Pockets: Hand pockets at side seam with binding^Binding at collar, bottom and cuffs^Storm inside flap at main zipper^DC rubber patch at left chest^
edbha03039;blk;test 979;253;;dc;boys;kids;accessories;cap;snapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
edbha03040;blk;test 980;253;;dc;boys;kids;accessories;cap;trucker;active;;5-panel foam trucker^100% Polyester foam (105g/m2) front panel^100% Polyester mesh back panels^Flat brim^High density screen print at center front^Adjustable plastic snap rear closure^DC trim package
edbha03041;blk;test 981;253;;dc;boys;kids;accessories;cap;trucker;active;;5-panel foam trucker^100% Polyester foam (105g/m2) front panel^100% Polyester mesh back panels^Flat brim^High density screen print at center front^Adjustable plastic snap rear closure^DC trim package
edbha03042;blk;test 982;253;;dc;boys;kids;accessories;cap;trucker;active;;5-panel foam trucker^100% Polyester foam (105g/m2) front panel^100% Polyester mesh back panels^Flat brim^High density screen print at center front^Adjustable plastic snap rear closure^DC trim package
edbjk03062;blk;test 983;253;;dc;boys;8-16_years;clothing;jackets;parka;casual;;Type: Long sleeve raglan work wear jacket with hood^Fabric: 60% Recycled Polyester, 40% Cotton (250g/m2)^Lining: 100% Recycled polyester^Fit: Standard fit^Closure/Neck: #5 Reverse Nylon Coil zipper closure at center front^Elasticated cuff & bottom hem^Two front welt pockets^DC embroidered star logo on chest^DC trim package
edbjk03063;blk;test 984;253;;dc;boys;8-16_years;clothing;jackets;puffer;casual;;Type: Vest with zip opening^Fabric: 90% Nylon 10% elastane plain weave^Lining: 100% Polyester with heavy padding^Fit: Standard fit^Closure/Neck: Plastic molded zipper closure at center front^T^DC trim package
edbjk03066;blk;test 985;253;;dc;boys;8-16_years;clothing;jackets;bomber;casual;;Type: Jacket with snap closure^Fabric: 100% Nylon^Lining: 100% Polyester with padding^Fit: Standard fit^Closure Metal Snaps^Large applique at chest^DC trim package
edbkt03141;blk;test 986;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve t-shirt^Fabric: Cotton jersey (220g/m2)^Fit: Standard fit^Neck: Crew neck^Engineered yarn dye stripes^Embroidery on chest^DC trim package
edbkt03142;blk;test 987;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve ringer tee^Fabric: 100% Cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Trim and screen print at center chest^DC trim package
edbsf03119;blk;test 988;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Digital Prints on center chest and back^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03120;blk;test 989;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Reflective Prints on center chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03121;blk;test 990;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover fullzip hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints on left chest and back^Herringbone back neck tape^Nylon coil open end zipper down CF^DC RE/SOLVE trim package
edbsf03122;blk;test 991;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints on center chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03123;blk;test 992;253;;dc;boys;8-16_years;clothing;fleece_polar;fleece;casual;;Type: Pullover crew neck^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Plastisol Print on center chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03125;blk;test 993;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints on left chest and back^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03126;blk;test 994;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Prints on center chest and back^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03127;blk;test 995;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Prints centerd on front chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03128;blk;test 996;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Prints on center chest and left sleeve^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03130;blk;test 997;253;;dc;boys;8-16_years;clothing;fleece_polar;fleece;casual;;Type: Pullover crew neck^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Plastisol Print on center front chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03131;blk;test 998;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints on center front chest and back^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03132;blk;test 999;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints centered on chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03133;blk;test 1000;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Prints on center chest^Herringbone back neck tape^DC RE/SOLVE trim package
edbsf03134;blk;test 1001;253;;dc;boys;8-16_years;clothing;fleece_polar;hoodie;casual;;Type: Pullover fullzip hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Prints on center chest^Herringbone back neck tape^Nylon coil open end zipper down CF^DC RE/SOLVE trim package
edbwt03061;blk;test 1002;253;;dc;boys;8-16_years;clothing;shirt;flannel;casual;;Long sleeve shirt^Fabric: 100% Cotton Flannel 215/m2^Fit: Standard fit^Closure/Neck: Button down collar^Chest pocket with button closure^Lightly brushed^PU circle patch on sleeve^DC trim package
edbwt03062;blk;test 1003;253;;dc;boys;8-16_years;clothing;shirt;button_up;casual;;Type: Woven long sleeve shirt^Fabric: 100% cotton (110g/m2)^Fit: Baggy fit^Button closure^woven label at chest
edbzt03424;blk;test 1004;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest & sleeves^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03425;blk;test 1005;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03426;blk;test 1006;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Suede puff Prints centered on front chest & back shoulders^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03427;blk;test 1007;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol & puff Prints centered on front chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03428;blk;test 1008;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03429;blk;test 1009;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol & puff Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03430;blk;test 1010;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol & puff Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03431;blk;test 1011;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03432;blk;test 1012;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03433;blk;test 1013;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol & puff Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03434;blk;test 1014;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Discharge Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03435;blk;test 1015;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Reflective Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03436;blk;test 1016;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03437;blk;test 1017;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03438;blk;test 1018;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03439;blk;test 1019;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03440;blk;test 1020;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital Prints centered on front chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03442;blk;test 1021;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03443;blk;test 1022;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03444;blk;test 1023;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edbzt03445;blk;test 1024;253;;dc;boys;8-16_years;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edyba03077;blk;test 1025;253;;dc;men;adult;accessories;bag;waist_pack;casual;;"Type: Hip sack^1 main compartment with interior key hook^Cell phone holder^Back slip pocket^Front slip pocket^DC logo at front^Size : 4.7""h x 15.3w / 12h x 39w cm / Volume : 1.5L"
edyba03106;blk;test 1026;253;;dc;men;adult;accessories;bag;waist_pack;casual;;Type: Hip sack^2 main compartment with zip opening^DC logo at front^Dark Denim and Golden brown in cotton^Black and Bronze green in corduroy
edyba03107;blk;test 1027;253;;dc;men;adult;accessories;bag;waist_pack;casual;;Type: Hip sack^2 main compartment with zip opening^DC logo at front^Washed Denim effect fabric^3L
edybp03202;blk;test 1028;253;;dc;men;adult;accessories;backpack;classic;casual;;"Backpack^Large main compartment^Exterior pocket with organizer^Internal padded and elevated laptop sleeve^Padded rear panel^Over the top screenprint^Rubberized patch on pocket^Woven label at shoulder strap^Size: 16.5""h x 12""w x 5.5"" d / 42cm x 31 cm x 14 cm^Volume: 18.5 L"
edybp03274;blk;test 1029;253;;dc;men;adult;accessories;backpack;classic;casual;;"Type: Backpack^Fabric: 100% recycled polyester 600D & 100% recycled polyester lining^Large main compartment^Exterior pocket with organizer^Internal padded and elevated laptop sleeve^Padded rear panel^Faux suede bottom panel^Woven patch on main compartment^Woven label at shoulder strap^Dimensions: 18.5""h x 12.5""w x 5.9"" d / 47cm x 32 cm x 14 cm^Volume: 20L"
edybp03276;blk;test 1030;253;;dc;men;adult;accessories;backpack;classic;casual;;"Type: Backpack^Fabric: 100% recycled polyester 600D & 100% recycled polyester lining^Large main compartment^Exterior pocket with organizer^Internal padded and elevated laptop sleeve^Padded rear panel^Faux suede bottom panel^Woven patch on main compartment^Woven label at shoulder strap^Dimensions: 16.5""h x 12""w x 5.5"" d / 42cm x 31 cm x 14 cm^Volume: 20L"
edydp03427;blk;test 1031;253;;dc;men;adult;clothing;jeans;carpenter;casual;;"Denim carpenter pant^Fabric: 80% Cotton 20% Recycled Cotton comfort rigid denim fabric (13 oz)^Medium Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy though hip and thigh^Leg - wide with slight taper^18 1/2"" leg opening"
edydp03428;blk;test 1032;253;;dc;men;adult;clothing;jeans;cargo;casual;;"Denim pant with 2 cargo pockets^Fabric: 80% Cotton, 20% Recycled Cotton comfort rigid fabric (13 oz)^Low Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy though hip and thigh^Leg - wide with slight taper^18 1/2"" leg opening"
edydp03430;blk;test 1033;253;;dc;men;adult;clothing;jeans;baggy;casual;;"Denim pant^Fabric: 80% Cotton, 20% Recycled Cotton comfort rigid fabric (13 oz)^Low Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy though hip and thigh^Leg - wide with slight taper^18 1/2"" leg opening"
edydp03432;blk;test 1034;253;;dc;men;adult;clothing;jeans;carpenter;casual;;"Type: Denim carpenter pant^Fabric: Comfort rigid denim (13 oz)^80% Cotton, 20% recycled cotton^Medium Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy though hip and thigh^Leg - wide with slight taper^18 1/2"" leg opening"
edydp03433;blk;test 1035;253;;dc;men;adult;clothing;jeans;baggy;casual;;"Denim pant^Fabric: 80% Cotton, 20% Recycled Cotton comfort rigid fabric (13 oz)^Low Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy though hip and thigh^Leg - wide with slight taper^18 1/2"" leg opening"
edyfb03093;blk;test 1036;253;;dc;men;adult;clothing;pants;joggers;training;;Type: Fleece joggers^Fabric: Light weight 80% cotton/ 20% polyester brushed fleece (330g/m2)^Fit: Relaxed fit^Pockets: Welted side seam pockets and back patch pocket^Encased elastic waistband and ribbed cuffs^Large print on left leg^Buttonholes and round drawcords with branded metal tipping^
edyfb03094;blk;test 1037;253;;dc;men;adult;clothing;pants;joggers;training;;Type: Fleece cargo joggers^Fabric: Heavy weight 60% cotton/ 40% polyester brushed fleece (450g/m2)^Fit: Baggy fit^Pockets: Welted side seam pockets and back patch pocket^Cargo pockets at legs^Encased elastic waistband and elastic at cuffs^Large print on left leg^Buttonholes and round drawcords with branded metal tipping^DC silicon patch at patch pocket^
edyfb03095;blk;test 1038;253;;dc;men;adult;clothing;pants;joggers;training;;Type: Fleece joggers^Fabric: Scuba fleece 57% Cotton, 38% Polyester, 5% Elastane (390g/m2)^Fit: Relaxed fit^Pockets: Welted side seam pockets and back patch pocket^Encased elastic waistband^Large print on left leg^Buttonholes and round drawcords with branded metal tipping^DC silicon patch at left legs^
edyft03547;blk;test 1039;253;;dc;men;adult;clothing;pullover;crew;casual;;Type: Pullover crew neck^Fabric: Heavy weight cotton/ polyester fleece (330g/m2)^Fit: Standard fit^Rib cuffs^Chenille embroidery on chest^Herringbone back neck tape^DC trim package
edyft03548;blk;test 1040;253;;dc;men;adult;clothing;pullover;crew;casual;;Type: Pullover crew neck^Fabric: Heavy weight cotton/ polyester fleece (450g/m2)^Fit: Standard fit^Rib cuffs^Patch mbroidery on chest^Herringbone back neck tape^DC trim package
edyft03549;blk;test 1041;253;;dc;men;adult;clothing;pullover;hoodie;casual;;Type: Pullover hoodie^Fabric: Heavy weight cotton fleece (450g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Herringbone back neck tape^Buttonholes and rounded drawcord with DCSHOECO branded metal tips^DC black label at left chest^Embroidery at left sleeve hem^DC 1994 trim package
edyft03552;blk;test 1042;253;;dc;men;adult;clothing;pullover;full_zip;casual;;Type: zip polar fleece^Fabric: Polar fleece 55.00% Recycled Polyester, 45.00% Polyester (400g/m2)^Fit: Standard fit^Pockets: Hand pockets at side seam with binding^Binding at collar, bottom and cuffs^Storm inside flap at main zipper^DC rubber patch at left chest^
edyft03553;blk;test 1043;253;;dc;men;adult;clothing;pullover;full_zip;casual;;Type: Full zip hoodie^Fabric: Scuba fleece (450g/m2)^Fit: Drop shoulder boxy fit^Pockets: Kangaroo pocket^Herringbone back neck tape^DC rubber patch at left chest^
edyft03555;blk;test 1044;253;;dc;men;adult;clothing;pullover;fleece;casual;;Type: 1/4 zip fleece^Fabric: 80% Cotton, 20% Polyester (330g/m2)^Fit: Standard fit^Contrasted panel at body and sleeve^Herringbone back neck tape^DC rubber patch at center chest^
edyft03556;blk;test 1045;253;;dc;men;adult;clothing;pullover;hoodie;casual;;Type: Pullover hoodie^Fabric: 100% Cotton (340g/m2)^Fit: Standard fit^PHerringbone back neck tape^Buttonholes and rounded drawcord with DCSHOECO branded metal tips^Woven label at left chest^
edyft03557;blk;test 1046;253;;dc;men;adult;clothing;pullover;hoodie;casual;;Type: Pullover hoodie^Fabric: 80% Cotton, 20% Polyester fleece (330g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Herringbone back neck tape^Buttonholes and rounded drawcord with DCSHOECO branded metal tips^Print at center chest^Large print at back^
edyft03558;blk;test 1047;253;;dc;men;adult;clothing;pullover;full_zip;casual;;Type: Full zip hoodie^Fabric: Heavy weight cotton fleece (450g/m2)^Fit: Crop fit^Pockets: Kangaroo pocket^Herringbone back neck tape^Large applique at chest^
edyha03155;blk;test 1048;253;;dc;men;adult;accessories;cap;snapback;active;;Type: Snapback cap^5 panel structured snapback^Cotton twill fabric^Rubber patch DC Logo^Plastic rear closure
edyha03175;blk;test 1049;253;;dc;men;adult;accessories;cap;strapback;active;;Unstructured 6-panel snapback^100% Cotton twill fabric (270g/m2)^Curved brim^DCSHOECO patch on front panel^Self fabric strap closure at back
edyha03176;blk;test 1050;253;;dc;men;adult;accessories;beanie;knit;snow;;Cuffed beanie^1x1 ribbed knit^60% Recycled Polylana¨ Polyester yarn 40% Acrylic^2 Nylon stash pockets on left side with snap button closure^Dimensions 8cmHX6cmW spaced 2cm apart^Clamp DC woven label on cuff opposite pockets^DC trim package
edyha03180;blk;test 1051;253;;dc;men;adult;accessories;beanie;knit;snow;;Cuffed beanie^1x1 ribbed knit^60% Recycled Polylana¨ Polyester yarn 40% Acrylic^NO. 94 DC Shoes woven patch at center front^Dimensions 8cmHX6cmW spaced 2cm apart^Clamp DC woven label on cuff opposite pockets^DC trim package
edyha03182;blk;test 1052;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
edyha03183;blk;test 1053;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
edyha03184;blk;test 1054;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
